# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Apr 24 17:12:35 2026
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN st_teff:        Stellar Effective Temperature [K]
#
pl_name,pl_orbsmax,st_teff
HD 134606 c,0.3007000000,5576.00
HD 134606 d,1.9410000000,5576.00
HD 134606 e,0.0527000000,5576.00
HD 134606 f,0.1784000000,5576.00
HD 134987 b,0.8100000000,5736.00
HD 134987 c,5.8000000000,5585.00
HD 135344 A b,16.5000000000,9540.00
HD 135625 b,5.4000000000,6040.64
HD 135694 b,0.1246950000,5712.00
HD 135872 b,4.1720000000,4992.00
HD 136118 b,2.3270000000,6097.00
HD 136352 b,0.0964000000,5664.00
HD 136352 c,0.1721000000,5664.00
HD 136352 d,0.4250000000,5664.00
HD 136418 b,1.2900000000,4989.00
HD 136925 b,5.1300000000,5773.19
HD 13724 c,0.5340000000,5835.31
HD 137388 b,0.8900000000,5181.00
HD 137496 b,0.0273200000,5799.00
HD 137496 c,1.2163000000,5799.00
HD 13808 b,0.1051900000,5035.00
HD 13808 c,0.2554000000,5035.00
HD 13908 b,0.1540000000,6255.00
HD 13908 c,2.0300000000,6255.00
HD 13931 b,5.1500000000,5867.00
HD 139357 b,2.9490000000,4700.00
HD 1397 b,0.1097000000,5521.00
HD 14067 b,5.1500000000,4815.00
HD 140901 b,0.0850000000,5610.00
HD 140901 c,11.8000000000,5610.00
HD 141004 b,0.1238000000,5885.38
HD 141399 b,0.4150000000,5600.00
HD 141399 c,0.6890000000,5600.00
HD 141399 d,2.0900000000,5600.00
HD 141399 e,5.0000000000,5600.00
HD 141937 b,1.5000000000,5870.00
HD 142 A d,0.4740000000,6245.00
HD 142 b,1.0390000000,6245.00
HD 142 c,9.8110000000,6245.00
HD 142022 A b,2.9300000000,5421.00
HD 142245 b,2.7800000000,4922.00
HD 142415 b,1.0600000000,5940.00
HD 143105 b,0.0379000000,6380.00
HD 143361 b,1.9880000000,5507.00
HD 143811 AB b,63.0000000000,6791.00
HD 144899 b,0.2420000000,6126.00
HD 145377 b,0.4500000000,6014.00
HD 145457 b,0.7620000000,4757.00
HD 145675 c,20.0000000000,5338.00
HD 145934 b,4.8900000000,4823.75
HD 1461 b,0.0634000000,5765.00
HD 1461 c,0.1117000000,5765.00
HD 147018 b,0.2388000000,5441.00
HD 147018 c,1.9220000000,5441.00
HD 147379 b,0.3193000000,4090.00
HD 147513 b,1.3200000000,5883.00
HD 14787 b,1.7000000000,4946.00
HD 147873 b,0.5220000000,5972.00
HD 147873 c,1.3600000000,5972.00
HD 148156 b,2.4500000000,6308.00
HD 148164 b,0.9930000000,6032.00
HD 148164 c,6.1500000000,6032.00
HD 149026 b,0.0436400000,6179.00
HD 149143 b,0.0530000000,5856.00
HD 149806 b,12.4040000000,5352.05
HD 150010 b,1.4000000000,4153.00
HD 1502 b,1.2620000000,4947.00
HD 150706 b,6.7000000000,5961.00
HD 151450 b,0.1600000000,6091.98
HD 151450 c,14.1310000000,6091.98
HD 152079 b,4.1870000000,5907.00
HD 152581 b,1.6600000000,5027.00
HD 152843 b,0.1049000000,6310.00
HD 152843 c,0.1482000000,6310.00
HD 15337 b,0.0524500000,5131.00
HD 15337 c,0.1235000000,5131.00
HD 153557 b,0.0680000000,4837.00
HD 153557 c,0.1110000000,4837.00
HD 153557 d,21.4490000000,4837.00
HD 153950 b,1.2800000000,6124.00
HD 154088 b,0.1340000000,5374.00
HD 154345 b,4.1580000000,5468.00
HD 154391 b,7.4600000000,4909.00
HD 154672 b,0.6000000000,5743.00
HD 154857 b,1.2900000000,5589.00
HD 154857 c,5.3600000000,5605.00
HD 155193 b,1.0400000000,6239.00
HD 155358 b,0.6300000000,5905.00
HD 155358 c,1.0200000000,5900.00
HD 155918 b,0.0300000000,5771.84
HD 155918 c,13.1830000000,5771.84
HD 156098 b,0.1670000000,6419.19
HD 156098 c,8.4150000000,6419.19
HD 156279 b,0.5020000000,5453.00
HD 156279 c,5.4860000000,5453.00
HD 156411 b,1.8800000000,5900.00
HD 156668 b,0.0500000000,4850.00
HD 156668 c,1.5700000000,4903.69
HD 156846 b,1.1200000000,6090.00
HD 158038 b,1.5000000000,4860.00
HD 158259 b,,5801.89
HD 158259 c,,5801.89
HD 158259 d,,5801.89
HD 158259 e,,5801.89
HD 158259 f,,5801.89
HD 158996 b,2.1000000000,4069.00
HD 15906 b,0.0900000000,4757.00
HD 15906 c,0.1410000000,4757.00
HD 159243 b,0.1100000000,6123.00
HD 159243 c,0.8000000000,6123.00
HD 159868 b,2.3200000000,5534.00
HD 159868 c,1.0320000000,5534.00
HD 1605 b,1.4920000000,4915.00
HD 1605 c,3.5840000000,4915.00
HD 160691 b,1.5000000000,5773.00
HD 160691 c,4.1700000000,5773.00
HD 160691 d,0.0952000000,5773.00
HD 160691 e,0.9600000000,5773.00
HD 161178 b,0.8500000000,4786.00
HD 16141 b,0.3600000000,5757.00
HD 16175 b,2.1200000000,5981.00
HD 162020 b,0.0800000000,4723.00
HD 163607 b,0.3620000000,5522.00
HD 163607 c,2.3900000000,5522.00
HD 16417 b,0.1400000000,5841.00
HD 164509 b,0.8700000000,5859.00
HD 164595 b,0.2300000000,5790.00
HD 164604 b,1.3620000000,4663.00
HD 164604 c,5.5560000000,4663.00
HD 164922 b,2.1600000000,5390.00
HD 164922 c,0.3410000000,5390.00
HD 164922 d,0.1030000000,5390.00
HD 164922 e,0.2292000000,5393.43
HD 165131 b,3.5400000000,5870.00
HD 165155 b,1.1300000000,5426.00
HD 1666 b,0.9400000000,6317.00
HD 166724 b,5.4200000000,5127.00
HD 167042 b,1.2200000000,4919.00
HD 167677 b,2.8770000000,5474.00
HD 167768 b,0.1512000000,4851.00
HD 168009 b,0.1192000000,5778.33
HD 168443 b,0.2920000000,5491.00
HD 168443 c,2.8420000000,5491.00
HD 168746 b,0.0700000000,5570.00
HD 168863 b,10.9610000000,4905.00
HD 1690 b,1.3600000000,4374.00
HD 16905 b,8.8000000000,4866.12
HD 169142 b,37.2000000000,7246.00
HD 169830 b,0.7650000000,6300.00
HD 169830 c,3.0750000000,6300.00
HD 170469 b,2.2400000000,5842.00
HD 17092 b,1.3100000000,4326.00
HD 171028 b,1.3200000000,5671.00
HD 171238 b,2.5180000000,5467.00
HD 17156 b,0.1632000000,6046.00
HD 173416 b,1.1580000000,4683.00
HD 174205 b,1.7000000000,4308.00
HD 175167 b,2.4000000000,5635.00
HD 175541 b,0.9750000000,5013.00
HD 175607 b,,5392.00
HD 17674 b,1.4200000000,5904.00
HD 176986 b,0.0629560000,4931.00
HD 176986 c,0.1187300000,4931.00
HD 176986 d,0.2814900000,4931.00
HD 177565 b,0.2460000000,5627.00
HD 177830 b,1.1400000000,4901.00
HD 177830 c,0.5137000000,4949.00
HD 178911 B b,0.3400000000,5588.00
HD 179079 b,0.1214000000,5646.00
HD 179949 b,0.0443000000,6168.00
HD 180053 b,0.8430000000,5131.00
HD 18015 b,3.8700000000,5603.00
HD 180314 b,1.4480000000,4917.00
HD 180617 b,0.3430000000,3534.00
HD 180902 b,1.4000000000,4961.00
HD 181234 b,7.4270000000,5386.00
HD 181342 b,1.5920000000,4945.00
HD 18143 b,0.0880000000,5078.00
HD 18143 c,17.5300000000,5078.00
HD 181433 b,0.0828000000,4918.00
HD 181433 c,1.8850000000,4918.00
HD 181433 d,6.7400000000,4918.00
HD 181720 b,1.8500000000,5736.00
HD 183263 b,1.4600000000,5948.00
HD 183263 c,5.5850000000,5948.00
HD 183579 b,0.1322000000,5784.00
HD 184010 b,0.9400000000,4971.00
HD 184010 c,1.3340000000,4971.00
HD 184010 d,1.9200000000,4971.00
HD 18438 b,2.1000000000,3860.00
HD 185269 b,0.0770000000,5923.00
HD 185283 b,4.6000000000,4848.00
HD 18599 b,0.0480000000,5145.00
HD 187085 b,2.1000000000,6117.00
HD 187123 b,0.0426000000,5790.00
HD 187123 c,4.8900000000,5790.00
HD 18742 b,1.8200000000,4940.00
HD 188015 b,1.2030000000,5746.00
HD 188641 b,12.0270000000,5897.32
HD 189567 b,0.1110000000,5726.00
HD 189567 c,0.1970000000,5726.00
HD 189733 b,0.0312600000,5052.00
HD 190007 b,0.0920000000,4610.00
HD 190228 b,2.4060000000,5360.00
HD 190360 b,3.9630000000,5552.00
HD 190360 c,0.1296000000,5552.00
HD 190647 b,2.2310000000,5656.00
HD 190984 b,5.5000000000,5988.00
HD 191806 b,2.7490000000,6010.00
HD 191939 b,0.0804000000,5348.00
HD 191939 c,0.1752000000,5348.00
HD 191939 d,0.2132000000,5348.00
HD 191939 e,0.4070000000,5348.00
HD 191939 f,3.7100000000,5348.00
HD 191939 g,0.8120000000,5348.00
HD 192263 b,0.1500000000,4976.00
HD 192310 b,0.3200000000,5166.00
HD 192310 c,1.1800000000,5166.00
HD 192699 b,1.0630000000,5041.00
HD 194490 b,11.1160000000,5861.32
HD 195019 b,0.1400000000,5751.00
HD 196050 b,2.6500000000,5879.00
HD 196067 b,4.7100000000,6072.00
HD 196067 c,,6072.00
HD 19615 b,1.1000000000,4263.00
HD 196885 A b,2.3700000000,6254.00
HD 197037 b,2.0700000000,6150.00
HD 199509 b,0.4260000000,5796.02
HD 19994 b,1.3050000000,6188.00
HD 20003 b,0.0974000000,5494.00
HD 20003 c,0.1964000000,5494.00
HD 200964 b,1.5650000000,4982.00
HD 200964 c,1.9600000000,4982.00
HD 202206 c,2.4100000000,5766.00
HD 202696 b,1.5660000000,5040.00
HD 202696 c,2.3420000000,5040.00
HD 202772 A b,0.0520800000,6272.00
HD 203030 b,487.1000000000,5603.00
HD 20329 b,0.0180000000,5596.00
HD 203387 b,1.7710000000,5174.32
HD 203387 c,5.0670000000,5174.32
HD 2039 b,2.2000000000,5945.00
HD 204313 b,3.1850000000,5767.00
HD 204313 c,0.2110000000,5767.00
HD 204313 e,7.4570000000,5767.00
HD 204941 b,2.5500000000,5026.00
HD 205158 b,0.1770000000,6133.55
HD 205739 b,0.8960000000,6176.00
HD 206255 b,0.4610000000,5635.00
HD 206610 b,1.7400000000,4842.00
HD 206893 b,9.6000000000,6500.00
HD 206893 c,3.5300000000,6500.00
HD 207496 b,0.0629000000,4819.00
HD 20781 b,0.0529000000,5256.00
HD 20781 c,0.1004000000,5256.00
HD 20781 d,0.1647000000,5256.00
HD 20781 e,0.3374000000,5256.00
HD 20782 b,1.3649000000,5782.13
HD 207832 b,0.5860000000,5726.00
HD 207832 c,2.1120000000,5710.00
HD 207897 b,0.1170000000,5106.00
HD 20794 b,0.1257000000,5368.00
HD 20794 d,0.3625000000,5368.00
HD 20794 e,0.5090000000,5401.00
HD 20794 f,1.3541000000,5368.00
HD 208487 b,0.5300000000,6134.00
HD 208527 b,2.1000000000,4035.00
HD 20868 b,0.9500000000,4802.00
HD 208897 b,1.0630000000,4860.00
HD 209458 b,0.0470700000,6091.00
HD 210193 b,1.4870000000,5790.00
HD 210277 b,1.1300000000,5538.00
HD 210702 b,1.0790000000,4912.00
HD 211403 b,0.7680000000,6273.00
HD 211810 b,2.6560000000,5652.00
HD 211970 b,0.1430000000,4127.00
HD 212301 b,0.0300000000,6239.00
HD 212771 b,1.1900000000,5003.00
HD 213240 b,1.8900000000,5979.00
HD 213472 b,13.0000000000,5729.54
HD 213519 b,0.0990000000,5840.00
HD 213885 b,0.0201200000,5978.00
HD 213885 c,0.0567980000,5978.00
HD 21411 b,0.3620000000,5605.00
HD 214823 b,3.0800000000,6215.00
HD 215152 b,0.0576380000,4935.00
HD 215152 c,0.0673930000,4935.00
HD 215152 d,0.0879900000,4935.00
HD 215152 e,0.1541700000,4935.00
HD 21520 b,0.1726000000,5871.00
HD 215497 b,0.0500000000,5110.00
HD 215497 c,1.3100000000,5113.00
HD 216435 b,2.5600000000,5999.00
HD 216437 b,2.5700000000,5909.00
HD 216520 b,0.1980000000,5103.00
HD 216520 c,0.5280000000,5103.00
HD 216536 b,0.6100000000,4639.00
HD 216770 b,0.4600000000,5399.00
HD 21693 b,0.1455000000,5430.00
HD 21693 c,0.2586000000,5430.00
HD 217107 b,0.0735900000,5622.00
HD 217107 c,5.9220000000,5622.00
HD 21749 c,0.0695000000,4640.00
HD 217786 b,2.4460000000,5966.00
HD 217786 c,0.0380000000,5966.00
HD 217958 b,3.7580000000,5930.64
HD 218566 b,0.6900000000,4730.00
HD 219077 b,5.9350000000,5362.00
HD 219134 b,0.0387600000,4699.00
HD 219134 c,0.0653000000,4699.00
HD 219134 d,0.2370000000,4699.00
HD 219134 f,0.1463000000,4699.00
HD 219134 g,0.3753000000,4913.00
HD 219134 h,3.1100000000,4913.00
HD 219139 b,0.9400000000,4831.00
HD 219415 b,3.2000000000,4820.00
HD 219666 b,0.0635600000,5540.00
HD 219828 b,0.0490000000,5891.00
HD 219828 c,5.6570000000,5891.00
HD 220074 b,1.6000000000,3787.00
HD 220197 b,2.7290000000,5683.00
HD 220689 b,3.3960000000,5921.00
HD 220773 b,4.9400000000,5940.00
HD 220842 b,0.7400000000,5960.00
HD 221287 b,1.2500000000,6304.00
HD 221416 b,0.1228000000,5080.00
HD 221420 b,10.1500000000,5847.00
HD 221585 b,2.3060000000,5620.00
HD 222076 b,1.8300000000,4806.00
HD 222155 b,5.1400000000,5701.00
HD 222237 b,10.8000000000,4751.00
HD 222582 b,1.3400000000,5790.00
HD 224018 b,0.0952000000,5784.00
HD 224018 c,0.2170000000,5784.00
HD 224018 d,0.5300000000,5784.00
HD 224538 b,2.3750000000,6097.00
HD 224693 b,0.1910000000,5894.00
HD 22496 b,0.0510000000,4385.00
HD 22532 b,1.9000000000,5038.00
HD 22781 b,1.1670000000,5027.00
HD 22946 d,0.2958000000,6169.00
HD 23079 b,1.6000000000,5994.00
HD 23079 c,,5994.00
HD 23127 b,2.3700000000,5843.00
HD 231701 b,0.5670000000,6101.00
HD 233604 b,0.7470000000,4791.00
HD 233832 b,2.8270000000,4981.00
HD 23472 b,0.1162000000,4684.00
HD 23472 c,0.1646000000,4684.00
HD 23472 d,0.0429800000,4684.00
HD 23472 e,0.0680000000,4684.00
HD 23472 f,0.0906000000,4684.00
HD 235088 b,0.0706000000,5075.00
HD 23596 b,2.6940000000,6040.00
HD 238090 b,0.0932000000,3933.00
HD 238914 b,5.7000000000,4769.00
HD 240210 b,1.1600000000,4297.00
HD 240237 b,1.9200000000,3926.00
HD 24040 b,4.9200000000,5802.00
HD 24040 c,1.3000000000,5776.49
HD 24064 b,1.2900000000,4052.00
HD 24085 b,0.0340000000,6034.00
HD 25015 b,6.2480000000,5160.00
HD 25171 b,2.9710000000,6125.00
HD 25463 b,0.0760000000,6353.00
HD 25463 c,0.0443000000,6353.00
HD 25723 b,1.4900000000,4766.00
HD 25912 b,0.2420000000,5920.58
HD 25912 c,17.8480000000,5920.58
HD 260655 b,0.0293300000,3803.00
HD 260655 c,0.0474900000,3803.00
HD 26161 b,10.0870000000,6057.62
HD 2638 b,0.0400000000,5186.00
HD 2685 b,0.0568000000,6801.00
HD 27442 b,1.2710000000,4846.00
HD 27631 b,3.2420000000,5737.00
HD 27894 b,0.1250000000,4875.00
HD 27894 c,0.1980000000,4875.00
HD 27894 d,5.3620000000,4875.00
HD 27969 b,1.5520000000,5966.00
HD 28109 b,0.1357000000,6189.00
HD 28109 c,0.3080000000,6189.00
HD 28109 d,0.4110000000,6189.00
HD 28185 b,1.0340000000,5602.00
HD 28185 c,8.5000000000,5602.00
HD 28192 b,0.1180000000,5919.87
HD 28254 b,2.4500000000,5664.00
HD 284149 AB b,431.1600000000,6035.00
HD 28471 b,0.0420000000,5766.00
HD 28471 c,0.0650000000,5766.00
HD 28471 d,0.1000000000,5766.00
HD 285507 b,0.0600000000,4503.00
HD 285968 b,0.0660000000,3703.49
HD 28678 b,1.1800000000,4972.00
HD 29021 b,2.2940000000,5560.00
HD 290327 b,3.4300000000,5505.00
HD 29399 b,1.9130000000,4845.00
HD 2952 b,1.1170000000,4853.00
HD 29985 b,13.3900000000,4678.00
HD 30177 b,3.6040000000,5580.00
HD 30177 c,10.2580000000,5580.00
HD 30562 b,2.3400000000,5882.00
HD 30669 b,2.6900000000,5400.00
HD 30856 b,1.8500000000,4895.00
HD 31253 b,1.2600000000,6130.00
HD 31527 b,0.1254000000,5898.00
HD 31527 c,0.2663000000,5898.00
HD 31527 d,0.8098000000,5898.00
HD 3167 b,0.0179600000,5261.00
HD 3167 c,0.1776000000,5261.00
HD 3167 d,0.0763000000,5261.00
HD 3167 e,0.3885000000,5261.00
HD 32518 b,0.5940000000,4580.00
HD 32963 b,3.4100000000,5727.00
HD 330075 b,0.0400000000,5000.00
HD 331093 b,1.4400000000,5544.00
HD 33142 b,1.0740000000,5025.40
HD 33142 c,1.9550000000,5025.40
HD 33142 d,0.4520000000,5025.40
HD 332231 b,0.1450000000,6128.00
HD 33283 b,0.1508000000,5935.00
HD 33564 b,1.1000000000,6250.00
HD 33844 b,1.6000000000,4861.00
HD 33844 c,2.2400000000,4861.00
HD 34445 b,2.0700000000,5879.00
HD 34445 c,0.7181000000,5836.00
HD 34445 d,0.4817000000,5836.00
HD 34445 e,0.2687000000,5836.00
HD 34445 f,1.5430000000,5836.00
HD 34445 g,6.3600000000,5836.00
HD 35759 b,0.3890000000,6060.00
HD 35843 b,0.0880000000,5666.00
HD 35843 c,0.2500000000,5666.00
HD 360 b,0.9800000000,4770.00
HD 36384 b,1.3000000000,3940.00
HD 3651 b,0.2950000000,5221.00
HD 37124 b,0.5336400000,5698.64
HD 37124 c,1.7100000000,5698.64
HD 37124 d,2.8070000000,5698.64
HD 37605 b,0.2770000000,5329.00
HD 37605 c,3.7400000000,5329.00
HD 3765 b,2.1080000000,5049.80
HD 38283 b,1.0200000000,5981.00
HD 38529 b,0.1150000000,5697.00
HD 38529 c,3.2260000000,5697.00
HD 38801 b,1.6230000000,5338.00
HD 39091 b,3.2800000000,5998.00
HD 39194 b,0.0589500000,5205.00
HD 39194 c,0.1083000000,5205.00
HD 39194 d,0.1949000000,5205.00
HD 39855 b,0.0410000000,5576.00
HD 40307 b,0.0468000000,4956.00
HD 40307 c,0.0799000000,4956.00
HD 40307 d,0.1321000000,4956.00
HD 40307 f,0.2470000000,4956.00
HD 40307 g,0.6000000000,4956.00
HD 40956 b,1.4000000000,4869.00
HD 40979 b,0.8500000000,6165.00
HD 41004 A b,,5310.00
HD 41004 B b,,5036.00
HD 4113 b,1.2800000000,5688.00
HD 42012 b,1.6700000000,5405.00
HD 4203 b,1.1700000000,5596.00
HD 4203 c,6.9500000000,5582.00
HD 4208 b,1.6620000000,5717.00
HD 42618 b,0.5540000000,5727.00
HD 4308 b,0.1200000000,5686.00
HD 4313 b,1.1570000000,4943.00
HD 43197 b,0.8820000000,5508.00
HD 43197 c,8.5400000000,5508.00
HD 43691 b,0.2380000000,6093.00
HD 44219 b,1.2600000000,5752.00
HD 45184 b,0.0644000000,5869.00
HD 45184 c,0.1100000000,5869.00
HD 45350 b,1.9200000000,5566.00
HD 45364 b,0.6793000000,5466.00
HD 45364 c,0.9020000000,5466.00
HD 45652 b,0.2370000000,5294.00
HD 457 b,15.3690000000,6114.04
HD 46375 b,0.0398000000,5285.00
HD 47186 b,0.0500000000,5657.00
HD 47186 c,2.3950000000,5657.00
HD 4732 b,1.1290000000,4898.00
HD 4732 c,4.7250000000,4898.00
HD 47366 b,1.2070000000,4866.00
HD 47366 c,1.8400000000,4866.00
HD 47536 b,1.9300000000,4380.00
HD 4760 b,1.1400000000,4076.00
HD 48265 b,1.8140000000,5733.00
HD 48265 c,10.4000000000,5805.00
HD 48948 b,0.0652000000,4593.00
HD 48948 c,0.1951000000,4593.00
HD 48948 d,0.4894000000,4593.00
HD 4917 b,1.1670000000,4802.00
HD 49674 b,0.0600000000,5602.00
HD 50499 b,3.8330000000,6102.00
HD 50499 c,9.0200000000,6099.00
HD 50554 b,2.3530000000,5987.00
HD 51608 b,0.1059000000,5358.00
HD 51608 c,0.3809000000,5358.00
HD 52265 b,0.5200000000,6136.00
HD 5278 b,0.1202000000,6203.00
HD 5278 c,0.2416000000,6203.00
HD 5319 b,1.5700000000,4871.00
HD 5319 c,1.9300000000,4871.00
HD 55696 b,3.1800000000,6012.00
HD 5583 b,0.5300000000,4830.00
HD 5608 b,1.7900000000,4807.00
HD 564 b,1.2000000000,5902.00
HD 56414 b,0.2290000000,8500.00
HD 56957 b,6.4260000000,5743.00
HD 5891 b,0.6400000000,4673.00
HD 59686 A b,1.0860000000,4658.00
HD 60292 b,1.5000000000,4348.00
HD 60532 b,0.7700000000,6245.00
HD 60532 c,1.6000000000,6245.00
HD 6061 b,0.0600000000,5934.00
HD 62364 b,6.1500000000,6255.00
HD 62364 c,36.9840000000,6255.00
HD 62509 b,1.6400000000,4892.63
HD 62549 b,11.8420000000,5930.46
HD 63433 b,0.0720000000,5553.00
HD 63433 c,0.1460000000,5553.00
HD 63433 d,0.0503000000,5688.00
HD 63454 b,0.0400000000,4812.00
HD 63765 b,0.9400000000,5449.00
HD 63935 b,0.0830000000,5513.00
HD 63935 c,0.1480000000,5513.00
HD 64114 b,0.2460000000,5676.00
HD 64121 b,1.5100000000,5078.00
HD 6434 b,0.1400000000,5769.00
HD 65216 b,1.3010000000,5612.00
HD 65216 c,5.7500000000,5612.00
HD 66141 b,1.2000000000,4323.00
HD 66428 b,3.3950000000,5716.00
HD 66428 c,9.4080000000,5716.00
HD 67087 b,1.0800000000,6330.00
HD 67087 c,3.8600000000,6330.00
HD 68402 b,2.1800000000,5950.00
HD 68475 b,7.2700000000,5022.00
HD 6860 b,2.0300000000,3802.00
HD 68988 b,0.0700000000,5932.00
HD 68988 c,13.2000000000,5883.41
HD 69123 b,2.4820000000,4842.00
HD 69830 b,0.0785000000,5385.00
HD 69830 c,0.1860000000,5385.00
HD 69830 d,0.6300000000,5385.00
HD 70573 b,1.7600000000,5737.00
HD 70642 b,3.3180000000,5732.00
HD 7199 b,1.3600000000,5371.00
HD 72490 b,1.8800000000,4934.00
HD 72659 b,4.6070000000,5929.00
HD 72659 c,21.5000000000,5929.00
HD 72892 b,0.2280000000,5688.00
HD 73256 c,3.8000000000,5570.00
HD 73267 b,2.2290000000,5387.00
HD 73267 c,12.6880000000,5387.00
HD 73344 b,0.1310000000,6252.60
HD 73344 c,0.3388000000,6148.00
HD 73344 d,6.7000000000,6148.00
HD 73526 b,0.6500000000,5601.00
HD 73526 c,1.0300000000,5601.00
HD 73534 b,2.9900000000,4917.00
HD 73583 b,0.0604000000,4511.00
HD 73583 c,0.1242000000,4511.00
HD 74156 b,0.2800000000,6068.00
HD 74156 c,3.6780000000,6068.00
HD 7449 b,2.4380000000,6024.00
HD 74698 b,0.1210000000,5783.00
HD 74698 c,4.5000000000,5783.00
HD 75289 b,0.0500000000,6117.00
HD 75302 b,5.3000000000,5697.46
HD 75784 b,1.0320000000,4867.00
HD 75784 c,8.4000000000,4867.00
HD 75898 b,1.2025000000,6122.00
HD 75898 c,7.3900000000,6122.00
HD 76700 b,0.0500000000,5644.00
HD 76920 b,1.0910000000,4664.00
HD 77338 b,0.0600000000,5341.00
HD 77946 b,0.0730000000,6007.00
HD 79181 b,0.9000000000,4862.00
HD 7924 b,0.0600000000,5131.00
HD 7924 c,0.1134000000,5075.00
HD 7924 d,0.1551000000,5075.00
HD 79498 b,2.9800000000,5748.00
HD 80606 b,0.4603000000,5565.00
HD 80653 b,0.0166100000,5959.00
HD 80869 b,2.9050000000,5837.00
HD 80883 b,6.4620000000,5177.91
HD 80913 b,9.9500000000,6013.24
HD 81040 b,1.9460000000,5755.00
HD 81688 b,0.6480000000,4797.00
HD 81817 b,3.2330000000,4140.00
HD 81817 c,2.3250000000,4140.00
HD 82886 b,1.5800000000,4953.00
HD 82943 b,1.1830600000,5935.00
HD 82943 c,0.7434500000,5935.00
HD 8326 b,0.5330000000,4914.00
HD 83443 b,0.0406000000,5442.00
HD 83443 c,8.0000000000,5442.00
HD 8535 b,2.4500000000,6136.00
HD 85390 b,1.3730000000,5186.00
HD 85426 c,,5746.00
HD 8574 b,0.7600000000,6064.00
HD 86065 b,15.9470000000,4927.56
HD 86081 b,0.0346000000,5939.00
HD 86226 b,2.7300000000,5863.00
HD 86226 c,0.0490000000,5863.00
HD 86264 b,2.7630000000,6210.00
HD 86728 b,0.1916000000,5610.00
HD 8673 b,2.9700000000,6389.05
HD 86950 b,2.7200000000,4805.00
HD 87646 b,0.1170000000,5770.00
HD 87816 b,1.6180000000,4989.00
HD 87816 c,10.1400000000,4989.00
HD 87883 b,3.7700000000,4980.00
HD 88072 b,13.8950000000,5785.33
HD 88133 b,0.0479000000,5392.00
HD 88986 b,0.5800000000,5861.00
HD 89307 b,3.2700000000,5955.00
HD 89345 b,0.1066000000,5576.00
HD 89744 b,0.9170000000,6291.00
HD 89839 b,4.7130000000,6314.00
HD 90156 b,0.2500000000,5599.00
HD 9174 b,2.2000000000,5577.00
HD 92788 b,0.9700000000,5744.00
HD 92788 c,10.5000000000,5744.00
HD 93083 b,0.4770000000,4995.00
HD 93351 b,0.0350000000,5408.00
HD 93351 c,11.1540000000,5408.00
HD 93385 b,0.0756000000,5977.00
HD 93385 c,0.1120000000,5977.00
HD 93385 d,0.2565000000,5977.00
HD 93963 A b,0.0206100000,5908.00
HD 93963 A c,0.0472600000,5908.00
HD 9446 b,0.1890000000,5793.00
HD 9446 c,0.6540000000,5793.00
HD 94771 b,3.4800000000,5631.00
HD 94834 b,2.7400000000,4798.00
HD 94890 b,2.0700000000,4867.00
HD 94890 c,4.3300000000,4867.00
HD 95086 b,55.7000000000,7595.00
HD 95089 b,1.3600000000,4918.00
HD 95089 c,3.3300000000,4918.00
HD 95127 b,1.2800000000,4218.00
HD 95338 b,0.2620000000,5097.00
HD 95544 b,3.1660000000,5722.00
HD 95735 c,2.9400000000,3719.00
HD 95872 b,5.1500000000,5312.00
HD 96063 b,1.1100000000,5020.00
HD 96127 b,1.4200000000,3943.00
HD 96167 b,1.3320000000,5733.00
HD 96700 b,0.0777000000,5845.00
HD 96700 c,0.1410000000,5845.00
HD 96700 d,0.4240000000,5845.00
HD 96992 b,1.2400000000,4725.00
HD 97037 b,6.9250000000,5874.10
HD 97048 b,130.0000000000,10000.00
HD 97658 b,0.0805000000,5212.00
HD 98219 b,1.2600000000,4925.00
HD 98649 b,5.9700000000,5759.00
HD 98736 b,1.8640000000,5271.00
HD 99109 b,1.1100000000,5282.00
HD 99283 b,1.0800000000,4886.00
HD 99492 b,0.1200000000,4929.00
HD 99492 c,,4929.00
HD 99706 b,1.9800000000,4862.00
HD 99706 c,,4891.00
HIP 105854 b,0.8100000000,4780.00
HIP 107772 b,0.2430000000,4006.00
HIP 107773 b,0.7200000000,4945.00
HIP 109384 b,1.1340000000,5180.00
HIP 109600 b,0.7060000000,5530.00
HIP 111909 b,1.3200000000,4891.00
HIP 111909 c,1.9700000000,4891.00
HIP 113103 b,0.0689900000,4930.00
HIP 113103 c,0.1047900000,4930.00
HIP 114933 b,2.8400000000,4823.00
HIP 116454 b,0.0792000000,5048.00
HIP 12961 b,0.2500000000,3901.00
HIP 14810 b,0.0696000000,5544.00
HIP 14810 c,0.5490000000,5544.00
HIP 14810 d,1.9400000000,5544.00
HIP 18606 b,1.6100000000,4860.00
HIP 19976 b,0.2340000000,4316.00
HIP 21152 b,17.0000000000,6655.00
HIP 29442 c,0.0451800000,5289.00
HIP 29442 d,0.0673000000,5289.00
HIP 34222 b,0.4920000000,4050.00
HIP 35173 b,0.2170000000,4881.00
HIP 35965 b,15.8980000000,4836.00
HIP 38594 b,0.2560000000,4086.30
HIP 38594 c,3.8050000000,4086.30
